Tweet,Message/tweets,match,polarity
228,RT SOBEITWHERE WAS TRUDEAU A COUPLE MONTHS AGOWhos not banning planes from coming into CanadaHe promised to take the USA downTAKEITASYOUMAY,promised,Positive
229,RT HOW LONGI figure JT will have to selfisolate for at least twenty years before the damage he has done to Canada will begin to subside,damage,Negative
230,RT Canada can test amp get results back in 4 hours China amp South Korea can test amp get results almost immediately America doesnt have enough tests amp people have to wait days to get results Are we winning yet Trumpdemic OneVoice1,enough,Positive
231,RT Coronavirus Denmark like Ireland now shuts schools contains large crowds This is the urgent and aggressive action WHO recommended countries to do Question is AGAIN why isnt Canada,like,Positive
232,RT The Trudeau govt has gone from the risk to Canadians is still low on March 4 to I would say it is safe to assume that it could be between 30 of the population that acquire COVID19 and 70 on March 11Sourcescdnpoli,risk,Negative
233,ETERNALJlNNlE you go to western universitylike in canada,,Neutral
234,RT Hey Canada yall got corona up there,,Neutral
235,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned events effective March 13 2020FULL RELEASE,effective,Positive
236,RT Wow gatherings over 250 in BC banned and nonessential travel outside Canada strongly discouraged Those who do will be asked to stay home for 14 days afterward Covid19,,Neutral
237,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned events effective March 13 2020FULL RELEASE,effective,Positive
238,RT virtually all the infections in Canada to date have been traced back to contact with people who had recently spent time overseas The coronavirus doesnt appear to be circulating in the community enforcing a ban on all public activities might be overkill,infections,Negative
239,RT China and Russia are using their diaspora in Canada and undercover agents to try and sway public opinion manipulate the media and influence government decisionmaking according to a new redacted intelligence report,manipulate,Negative
240,RT BREAKING BC is recommending against all travel outside of Canada including the US Anyone who travels outside of the country will be required to stay home from work and school for 14 days,work,Positive
241,RT FUCKING FINALLY Christ almighty,,Neutral
242,MichelleRempel suekings35 Sophies tested positive and the Primate Minister still wont be swayed Of course Madam has nothing to worry about after all her pseudofeminist hero and family are provided the best medical care in Canada Comes with the unearned entitlements,positive,Positive
243,milermillion hellothere chrisrtaylor66 IlhanMN There are numerous countries that have some of the best med,best,Positive
244,Thank you vivekmurthy for your informative thoughtful amp sensitive interview with chrislhayes this evening regar,thoughtful,Positive
245,University has restricted all nonessential travel PI still says it is necessary to go to the east coast for 3 week,restricted,Negative
246,RT Its out there but can confirm the CJHL among other Hockey Canada properties will suspend action,,Neutral
247,RT If justin does nothing by next friday the Canada US border will be sealed,,Neutral
248,RT Stock Market Crashing Sports canceled Concerts canceled People dying all over the worldWhat is trump doingNOTHINGthis is why i say im lucky im in Canada You can say all the crap you want about Trudeau but hes 1000 times better than trump,dying,Negative
249,RT As the commissioner of Stag and Doe Canada and along with my staff we have decided that we will be NOT suspending the rest of the season Due to COVID19 or the corona virus Party on fellow enthusiasts WashYourHands and be sure to disinfect with straight doubles,virus,Negative
250,RT There is a lot of discussion of SocialDistancing what it means how it would work The Public Health Agency of Canada actually has a good document explaining how to limit mass gatherings how to close schools and daycares fully and partially etc,work,Positive
251,RT Now would be a good time to have a responsible PM Harper was quick to respond in a logical manner to all situations unlike Trudeau Trudeau thought controlling the Covid19 was fear mongering and racist but every hour matters in a pandemic,good,Positive
252,RT I have to say having watched announcements from Dr Deena Hinshaw Alberta and Dr Bonnie Henry BC I think were very lucky that in Canada the public face of the response to COVID19 is often the provinces Chief Medical Officer of Health and not a politician,lucky,Positive
253,RT Canadafuck yeah,,Neutral
254,RT The best way to prevent the spread of COVID19 and other respiratory infections is to wash your hands often with soap and water for at least 20 seconds Download PHACs poster for important steps of good handwashing coronavirus,best,Positive
255,Breaking news Womens world curling championships in Prince George postponed Just when you thought things couldnt get worse curling canada caronvirus,worse,Negative
256,RT Coronavirus New York bans gatherings of more than 500 in bid to slow outbreak,slow,Negative
257,RT Mysterious death of head of Winnipeg virus lab is the tellHe was silenced because he knew Coronavirus is deliberatepsy op If the Illuminati can pull off 911 dont you think they could do this,death,Negative
258,RT Canada can test amp get results back in 4 hours China amp South Korea can test amp get results almost immediately America doesnt have enough tests amp people have to wait days to get results Are we winning yet Trumpdemic OneVoice1,enough,Positive
259,RT The RCMP dont have enough money to fight foriegn interference and cyber crime but the good news is they have enough money to send members to the border to assist illegal migrants with their luggage The RCMP need to get their priorities straight,enough,Positive
260,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned events effective March 13 2020FULL RELEASE,effective,Positive
261,All the girls are talking about how nice it is that he and his girlfriend made it from the same high school to the,nice,Positive
262,RT Public Health England has confirmed that a student at the University Of Hertfordshire has been diagnosed with COVID,,Neutral
263,junderwood4649 LOL Were an open campus like a huge university library Everyone would be infected for sure I k,like,Positive
264,AlderLaneeggsWhat happens to existing shorts in the event of a short ban Also what happens to inverse etfs etc,,Neutral
265,RT STATEMENT March 12 2020 Official statement from HockeyCanada and BC Hockey regarding the cancellation of all Hockey Canadasanctioned activities due to the coronavirus COVID19,,Neutral
266,RT NHL hockey is postponed indefinitely2 hours laterCanada we have a cure,cure,Positive
267,CPHOCanada Pandemic Pimp,,Neutral
268,Lowetide Weve decided to watch the 2010 Vancouver olympics all over again on DVD Oh glorious Canada,glorious,Positive
269,janellebly cnnbrk Dont travel I dont know you but I care for you and your family PLEASECanada is fumbling their response too,,Neutral
270,Meanwhile in Canada,,Neutral
271,Thank you to DrBonnieHenry for leading BCCanada in the right direction amp strongly recommending against all nonessential travel Its our turn CPHOCanada ONTHealth cdnpoli Covid19 COVID19 covid19canada onpoli,leading,Positive
272,RT Were hustlers Amid coronavirus fears this couple has made more than 100000 reselling Lysol wipes,fears,Negative
273,RT ohiostreetjoe You are entirely rightCanada is developing a lab in a box that can test numerous ppl quickly Ottawa is preparing to put up isolation tents in remote First Nations communities as wellOur government is doing their part as concerns grow,isolation,Negative
274,RT In the span of a day all of hockey got cancelled NHL Hockey Canada and OMHA Beer league hockey is all thats left please dont take that from us,,Neutral
275,Ontario to shut down publicly funded schools for 2 weeks after March Break over COVID19 concerns,concerns,Negative
276,RT Global stocks past 24 hoursItaly 166Brazil 147Spain 146Canada 12France 12Germany 12UK 109US Dow 10Russia 82 India 82Australia 73Turkey 72Indonesia 5Japan 44S Korea 38HK 36Saudi 3China 15,,Neutral
277,RT BREAKING BC is recommending against all travel outside of Canada including the US Anyone who travels outside of the country will be required to stay home from work and school for 14 days,work,Positive
